,station_id,acces_code,latitude,longitude,city,state,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_connector_types,ev_pricing
1528,32973,public,44.469281,-73.154972,South Burlington,VT,0,6,-1,J1772,Free
2087,35562,private,42.702424,-73.857693,Albany,NY,1,7,-1,J1772 NEMA520,Free
2248,36368,public,40.286518,-74.807516,Ewing,NJ,0,1,-1,J1772,Free
2332,36923,public,41.157925,-73.240315,Fairfield,CT,0,2,-1,J1772,Free
2333,36924,public,41.305794,-72.927405,New Haven,CT,2,2,-1,J1772 NEMA520,Free
2334,36925,public,41.305265,-72.934141,New Haven,CT,0,5,-1,J1772,Free
2335,36926,public,41.304245,-72.928369,New Haven,CT,0,3,-1,J1772,Free
2336,36928,public,41.355486,-72.093784,New London,CT,2,4,-1,J1772 NEMA520,Free
2337,36931,public,41.119291,-73.369266,Westport,CT,1,1,-1,J1772 NEMA520,Free
2338,36932,public,41.951328,-72.663078,Suffield,CT,0,2,-1,J1772,Free
2399,37679,private,41.770428,-72.687141,Hartford,CT,0,2,-1,J1772,-1
2400,37681,private,41.879631,-72.729919,Windsor,CT,0,3,-1,J1772,-1
2403,37813,public,42.36262,-72.5395,Hadley,MA,0,1,-1,J1772,Free
2424,38096,private,41.765253,-72.671569,Hartford,CT,0,2,-1,J1772,-1
2425,38254,public,42.349249,-71.041557,Boston,MA,0,2,-1,J1772,-1
2469,38525,public,42.372442,-71.122882,Cambridge,MA,1,4,-1,J1772 NEMA515,Free
2873,40572,public,41.997588,-72.583384,Enfield,CT,0,1,-1,J1772,Free
2898,40697,public,40.397876,-75.588988,Bally,PA,0,2,-1,J1772,Free
2913,40811,private,42.677227,-70.839264,Ipswich,MA,0,1,-1,J1772,-1
2943,41049,private,40.453507,-80.085371,Pittsburgh,PA,0,1,-1,J1772,-1
2955,41127,public,42.562222,-70.88959,Beverly,MA,0,2,-1,J1772,Free
2977,41240,private,40.867403,-73.906405,Bronx,NY,0,2,-1,J1772,$0.13 per kWh
3043,41849,public,40.350118,-74.662732,Princeton,NJ,0,2,-1,J1772,-1
3058,42016,public,41.96108,-71.494611,North Smithfield,RI,0,1,1,CHADEMO J1772 J1772COMBO,Free
3060,42043,private,41.071157,-73.549133,Stamford,CT,0,1,-1,J1772,-1
3079,42169,public,42.232376,-71.019877,Quincy,MA,0,2,-1,J1772,-1
3098,42404,public,40.632138,-80.054285,Wexford,PA,0,1,-1,J1772,-1
3099,42423,public,41.823099,-71.347614,East Providence,RI,0,6,-1,J1772,Free
3145,42689,private,41.526802,-72.063684,Norwich,CT,0,4,-1,J1772,-1
3155,42888,public,41.742755,-71.428289,Warwick,RI,0,1,-1,J1772,Free
3156,42907,public,40.663848,-74.216585,Elizabeth,NJ,0,2,-1,J1772,Free
3159,42966,public,40.492883,-80.200182,Moon,PA,0,2,-1,J1772,-1
3163,43090,public,43.199508,-72.820633,South Londonderry,VT,0,1,-1,J1772,Free
3168,43178,public,42.525121,-71.713346,Leominster,MA,0,2,-1,J1772,-1
3169,43182,public,42.5703,-71.41896,Westford,MA,0,2,-1,J1772,-1
3170,43186,public,42.260546,-71.794678,Worcester,MA,0,2,-1,J1772,-1
3182,43260,public,39.934849,-75.029991,Cherry Hill,NJ,0,2,-1,J1772,-1
3214,43616,public,41.811817,-72.261825,Storrs,CT,0,1,-1,J1772,Free
3286,43760,private,41.742755,-71.428289,Warwick,RI,0,1,-1,J1772,Free
3298,43834,public,41.769417,-72.681825,Hartford,CT,1,1,-1,J1772 NEMA515,Free
3302,43860,public,42.358449,-71.055089,Boston,MA,0,2,-1,J1772,Free
3303,43865,public,42.799163,-70.847133,Newburyport,MA,0,2,-1,J1772,-1
3304,43868,public,42.032751,-71.311914,Plainville,MA,0,2,-1,J1772,-1
3314,44012,public,44.015999,-73.165412,Middlebury,VT,0,2,-1,J1772,-1
3333,44174,public,41.504105,-74.068916,Newburgh,NY,0,1,-1,J1772,Free
3334,44175,private,41.504105,-74.068916,Newburgh,NY,0,1,-1,J1772,-1
3335,44176,public,42.451285,-75.100333,Oneonta,NY,0,2,2,CHADEMO J1772 J1772COMBO,Free
3336,44177,private,42.451285,-75.100333,Oneonta,NY,0,1,-1,J1772,-1
3337,44178,public,42.784867,-78.76558,Orchard Park,NY,0,1,-1,J1772,Free
3338,44179,private,42.784867,-78.76558,Orchard Park,NY,0,1,-1,J1772,-1
3339,44180,public,40.792986,-73.00827,Patchogue,NY,0,1,1,CHADEMO J1772,Free
3340,44181,private,40.792986,-73.00827,Patchogue,NY,0,1,-1,J1772,-1
3341,44182,public,44.667361,-73.444894,Plattsburgh,NY,0,1,-1,J1772,Free
3342,44183,private,44.667361,-73.444894,Plattsburgh,NY,0,1,-1,J1772,-1
3343,44184,public,40.996358,-73.669405,Port Chester,NY,0,1,-1,J1772,Free
3344,44185,private,40.996358,-73.669405,Port Chester,NY,0,1,-1,J1772,-1
3345,44186,public,40.924758,-72.704752,Riverhead,NY,0,2,2,CHADEMO J1772 J1772COMBO,Free
3346,44187,private,40.924758,-72.704752,Riverhead,NY,0,1,-1,J1772,-1
3347,44188,public,43.077581,-77.641934,Rochester,NY,0,3,-1,J1772,Free
3348,44189,private,43.077581,-77.641934,Rochester,NY,0,1,-1,J1772,-1
3349,44190,public,40.859886,-73.162067,St. James,NY,0,1,1,CHADEMO J1772,-1
3350,44191,private,40.859886,-73.162067,St. James,NY,0,1,-1,J1772,-1
3351,44192,public,42.764517,-73.88522,Schenectady,NY,0,1,-1,J1772,Free
3352,44193,private,42.764517,-73.88522,Schenectady,NY,0,1,-1,J1772,-1
3353,44198,private,40.809865,-73.507761,Syosset,NY,0,1,-1,J1772,-1
3354,44201,public,40.670497,-73.717206,Valley Stream,NY,0,1,-1,J1772,Free
3355,44202,private,40.670497,-73.717206,Valley Stream,NY,0,1,-1,J1772,-1
3356,44203,public,40.809865,-73.507761,Syosset,NY,0,1,1,CHADEMO J1772 J1772COMBO,Free
3357,44204,public,42.095812,-76.003703,Vestal,NY,0,1,-1,J1772,Free
3358,44205,private,42.095812,-76.003703,Vestal,NY,0,1,-1,J1772,-1
3359,44206,public,41.587383,-73.908392,Wappingers Falls,NY,0,1,-1,J1772,Free
3360,44207,private,41.587383,-73.908392,Wappingers Falls,NY,0,1,-1,J1772,-1
3361,44208,public,43.204065,-77.478237,Webster,NY,0,1,-1,J1772,Free
3362,44209,private,43.204065,-77.478237,Webster,NY,0,1,-1,J1772,-1
3363,44212,public,40.753954,-73.561974,Westbury,NY,0,1,1,CHADEMO J1772,Free
3364,44213,private,40.753954,-73.561974,Westbury,NY,0,1,-1,J1772,-1
3365,44216,public,42.96275,-78.691132,Williamsville,NY,0,1,-1,J1772,Free
3366,44218,public,41.289317,-73.835547,Yorktown Heights,NY,0,2,1,CHADEMO J1772 J1772COMBO,Free
3367,44219,private,41.289317,-73.835547,Yorktown Heights,NY,0,1,-1,J1772,-1
3413,44317,public,42.676971,-73.787334,Albany,NY,0,1,-1,J1772,Free
3414,44318,private,42.676971,-73.787334,Albany,NY,0,1,-1,J1772,-1
3415,44319,public,42.979725,-78.797346,Amherst,NY,0,2,-1,J1772,Free
3416,44321,public,42.966894,-76.535879,Auburn,NY,0,1,-1,J1772,Free
3417,44323,public,40.758245,-73.776954,Bayside,NY,0,1,-1,J1772,Free
3418,44324,private,40.758245,-73.776954,Bayside,NY,0,1,-1,J1772,-1
3419,44325,public,41.071072,-73.950866,Blauvelt,NY,0,1,-1,J1772,Free
3420,44326,private,41.071072,-73.950866,Blauvelt,NY,0,1,-1,J1772,-1
3421,44327,public,40.636324,-74.019228,Brooklyn,NY,0,1,-1,J1772,Free
3422,44328,private,40.636324,-74.019228,Brooklyn,NY,0,1,-1,J1772,-1
3423,44329,public,40.589167,-73.960707,Brooklyn,NY,0,1,-1,J1772,Free
3424,44330,private,40.589167,-73.960707,Brooklyn,NY,0,1,-1,J1772,-1
3425,44331,public,43.147147,-76.114274,Cicero,NY,0,1,-1,J1772,Free
3426,44332,private,43.147147,-76.114274,Cicero,NY,0,1,-1,J1772,-1
3427,44333,public,43.100001,-77.481422,East Rochester,NY,0,1,-1,J1772,Free
3428,44334,private,43.100001,-77.481422,East Rochester,NY,0,1,-1,J1772,-1
3429,44336,public,40.622268,-73.742699,Inwood,NY,0,1,-1,J1772,Free
3430,44337,private,40.622268,-73.742699,Inwood,NY,0,1,-1,J1772,-1
3431,44338,public,42.435042,-76.5088,Ithaca,NY,0,1,-1,J1772,Free
3432,44339,private,42.435042,-76.5088,Ithaca,NY,0,1,-1,J1772,-1
3433,44342,public,40.707242,-73.803844,Jamaica,NY,0,1,-1,J1772,Free
3434,44343,private,40.707242,-73.803844,Jamaica,NY,0,1,-1,J1772,-1
3435,44344,public,43.025044,-74.358103,Johnstown,NY,0,1,-1,J1772,Free
3436,44345,private,43.025044,-74.358103,Johnstown,NY,0,1,-1,J1772,-1
3437,44346,public,40.71693,-73.630152,Hempstead,NY,0,1,1,CHADEMO J1772,Free
3438,44347,private,40.71693,-73.630152,Hempstead,NY,0,1,-1,J1772,-1
3439,44348,public,42.16246,-76.867435,Horseheads,NY,0,1,1,CHADEMO J1772 J1772COMBO,Free
3440,44349,private,42.16246,-76.867435,Horseheads,NY,0,1,-1,J1772,-1
3441,44350,public,40.834455,-73.379693,Huntington Station,NY,0,1,1,CHADEMO J1772,Free
3442,44351,private,40.834455,-73.379693,Huntington Station,NY,0,1,-1,J1772,-1
3443,44352,public,41.948965,-74.032033,Kingston,NY,0,1,1,CHADEMO J1772,Free
3444,44354,public,43.128557,-78.696197,Lockport,NY,0,1,-1,J1772,Free
3445,44355,private,43.128557,-78.696197,Lockport,NY,0,1,-1,J1772,-1
3448,44358,public,41.40859,-74.413372,New Hampton,NY,0,1,-1,J1772,Free
3449,44359,private,41.40859,-74.413372,New Hampton,NY,0,1,-1,J1772,-1
3450,44360,public,40.919104,-73.776645,New Rochelle,NY,0,1,1,CHADEMO J1772 J1772COMBO,Free
3451,44361,private,40.919104,-73.776645,New Rochelle,NY,0,1,-1,J1772,-1
3487,44429,public,41.190701,-73.166282,Bridgeport,CT,0,2,-1,J1772,Free
3488,44431,public,41.997574,-72.574713,Enfield,CT,0,1,-1,J1772,-1
3489,44432,private,41.997574,-72.574713,Enfield,CT,0,1,-1,J1772,-1
3490,44434,private,41.167407,-73.233711,Fairfield,CT,0,1,-1,J1772,-1
3491,44435,public,41.791382,-72.656681,Hartford,CT,0,1,1,CHADEMO J1772,-1
3492,44436,private,41.791382,-72.656681,Hartford,CT,0,1,-1,J1772,-1
3493,44437,public,41.814316,-72.507845,Manchester,CT,0,2,-1,J1772,-1
3494,44438,private,41.814316,-72.507845,Manchester,CT,0,1,-1,J1772,Free
3495,44439,public,41.568122,-73.098764,Middlebury,CT,0,1,-1,J1772,-1
3496,44440,private,41.568122,-73.098764,Middlebury,CT,0,1,-1,J1772,-1
3497,44441,public,41.59054,-72.676141,Middletown,CT,0,3,1,CHADEMO J1772,-1
3498,44442,private,41.59054,-72.676141,Middletown,CT,0,1,-1,J1772,-1
3499,44443,public,41.209761,-73.083686,Milford,CT,0,1,-1,J1772,-1
3500,44444,private,41.209761,-73.083686,Milford,CT,0,1,-1,J1772,-1
3501,44447,public,41.360892,-72.870997,North Haven,CT,0,1,1,CHADEMO J1772,-1
3502,44448,private,41.360892,-72.870997,North Haven,CT,0,1,-1,J1772,-1
3503,44449,private,41.728247,-72.188445,North Windham,CT,0,3,-1,J1772,-1
3504,44450,public,41.309276,-72.383105,Old Saybrook,CT,0,1,1,CHADEMO J1772,-1
3505,44453,private,41.299792,-73.106051,Shelton,CT,0,1,-1,J1772,-1
3506,44457,public,41.467376,-72.817586,Wallingford,CT,0,1,1,CHADEMO J1772 J1772COMBO,-1
3507,44458,private,41.467376,-72.817586,Wallingford,CT,0,1,-1,J1772,-1
3508,44459,public,41.307602,-72.968506,West Haven,CT,0,2,1,CHADEMO J1772,-1
3509,44460,private,41.307602,-72.968506,West Haven,CT,0,1,-1,J1772,-1
3510,44461,public,41.820371,-72.869319,West Simsbury,CT,0,1,-1,J1772,Free
3511,44462,private,41.820371,-72.869319,West Simsbury,CT,0,1,-1,J1772,-1
3512,44463,private,41.258992,-73.435546,Wilton,CT,0,1,-1,J1772,-1
3513,44464,public,41.258992,-73.435546,Wilton,CT,0,1,1,CHADEMO J1772,-1
3515,44467,public,41.728247,-72.188445,North Windham,CT,0,1,-1,J1772,-1
3554,44927,public,42.410782,-70.996891,Revere,MA,0,2,-1,J1772,-1
3555,44929,public,42.132105,-70.916995,Rockland,MA,0,2,-1,J1772,-1
3581,45662,public,40.917338,-73.997447,Bergenfield,NJ,0,1,-1,J1772,Free
3582,45664,public,40.784797,-74.193494,Bloomfield,NJ,0,2,1,CHADEMO J1772,Free
3583,45666,public,40.991256,-74.347338,Butler,NJ,0,1,-1,J1772,Free
3584,45667,private,40.991256,-74.347338,Butler,NJ,0,1,-1,J1772,-1
3585,45668,public,39.939502,-75.011984,Cherry Hill,NJ,0,1,-1,J1772,Free
3586,45669,private,39.939502,-75.011984,Cherry Hill,NJ,0,1,-1,J1772,-1
3587,45670,public,40.807195,-74.371329,East Hanover,NJ,0,1,-1,J1772,Free
3588,45672,public,40.48774,-74.86328,Flemington,NJ,0,2,-1,J1772,Free
3589,45673,private,40.48774,-74.86328,Flemington,NJ,0,1,-1,J1772,-1
3590,45674,public,40.263381,-74.292408,Freehold,NJ,0,1,-1,J1772,Free
3591,45675,private,40.263381,-74.292408,Freehold,NJ,0,1,-1,J1772,-1
3592,45676,public,39.982438,-74.808764,Hainesport,NJ,0,1,-1,J1772,Free
3593,45678,public,40.229274,-74.672155,Hamilton Square,NJ,0,1,-1,J1772,Free
3594,45680,public,40.850992,-74.075092,Hasbrouck Heights,NJ,0,1,-1,J1772,Free
3595,45681,private,40.850992,-74.075092,Hasbrouck Heights,NJ,0,1,-1,J1772,-1
3596,45682,public,40.696469,-74.219681,Hillside,NJ,0,2,1,CHADEMO J1772 J1772COMBO,Free
3597,45684,public,40.42832,-74.192387,Keyport,NJ,0,1,-1,J1772,Free
3598,45685,private,40.42832,-74.192387,Keyport,NJ,0,1,-1,J1772,-1
3599,45686,public,39.701442,-74.271282,Manahawkin,NJ,0,1,-1,J1772,Free
3600,45688,public,40.40938,-74.506017,South Brunswick,NJ,0,1,1,CHADEMO J1772 J1772COMBO,Free
3601,45689,private,40.40938,-74.506017,South Brunswick,NJ,0,1,-1,J1772,-1
3602,45690,public,40.228608,-74.068718,Neptune,NJ,0,1,-1,J1772,Free
3603,45691,private,40.228608,-74.068718,Neptune,NJ,0,1,-1,J1772,-1
3604,45692,public,40.630184,-74.433373,North Plainfield,NJ,0,1,1,CHADEMO J1772,Free
3605,45693,private,40.630184,-74.433373,North Plainfield,NJ,0,1,-1,J1772,-1
3606,45694,public,40.929732,-74.71888,Stanhope,NJ,0,1,-1,J1772,Free
3607,45695,private,40.929732,-74.71888,Stanhope,NJ,0,1,-1,J1772,-1
3608,45696,public,39.961373,-74.180868,Toms River,NJ,0,1,-1,J1772,Free
3609,45697,private,39.961373,-74.180868,Toms River,NJ,0,1,-1,J1772,-1
3610,45698,public,40.894133,-74.232511,Totowa,NJ,0,1,1,CHADEMO J1772 J1772COMBO,Free
3611,45699,private,40.894133,-74.232511,Totowa,NJ,0,1,-1,J1772,-1
3612,45700,public,41.053216,-74.120288,Upper Saddle River,NJ,0,2,1,CHADEMO J1772 J1772COMBO,Free
3613,45701,private,41.053216,-74.120288,Upper Saddle River,NJ,0,1,-1,J1772,-1
3614,45702,public,39.462013,-75.043179,Vineland,NJ,0,1,-1,J1772,Free
3615,45703,private,39.462013,-75.043179,Vineland,NJ,0,1,-1,J1772,-1
3616,45704,public,39.83206,-75.1581,Woodbury,NJ,0,3,-1,J1772,Free
3617,45705,private,39.83206,-75.1581,Woodbury,NJ,0,1,-1,J1772,-1
3667,45769,private,42.054742,-80.105109,Erie,PA,0,2,-1,J1772,-1
3693,45812,public,42.119685,-72.626476,West Springfield,MA,0,1,-1,J1772,-1
3694,45813,private,42.119685,-72.626476,West Springfield,MA,0,1,-1,J1772,-1
3695,45816,public,42.286247,-71.594009,Westborough,MA,0,2,-1,J1772,Free
3696,45817,public,42.499069,-71.119302,Woburn,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3735,45874,public,42.182748,-71.850396,Auburn,MA,0,2,1,CHADEMO J1772 J1772COMBO,-1
3736,45875,private,42.182748,-71.850396,Auburn,MA,0,1,-1,J1772,-1
3737,45878,public,41.738842,-70.586069,Bourne,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3738,45879,private,41.738842,-70.586069,Bourne,MA,0,1,-1,J1772,-1
3739,45880,public,42.063356,-71.058186,Brockton,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3740,45881,private,42.063356,-71.058186,Brockton,MA,0,1,-1,J1772,-1
3741,45882,public,42.17889,-72.575914,Chicopee,MA,0,1,1,CHADEMO J1772,-1
3742,45886,public,42.340378,-72.606213,Hadley,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3743,45887,private,42.340378,-72.606213,Hadley,MA,0,1,-1,J1772,-1
3744,45888,private,41.663549,-70.299233,Hyannis,MA,0,1,-1,J1772,-1
3745,45889,public,41.663549,-70.299233,Hyannis,MA,0,1,-1,J1772,-1
3746,45890,public,41.976052,-70.7127,Kingston,MA,0,2,1,CHADEMO J1772 J1772COMBO,-1
3747,45891,private,41.976052,-70.7127,Kingston,MA,0,1,-1,J1772,-1
3748,45892,public,42.520224,-71.70099,Lancaster,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3749,45893,private,42.520224,-71.70099,Lancaster,MA,0,1,-1,J1772,-1
3750,45894,public,42.509982,-71.008978,Lynnfield,MA,0,1,1,CHADEMO J1772,-1
3751,45895,private,42.509982,-71.008978,Lynnfield,MA,0,1,-1,J1772,-1
3752,45896,public,42.351115,-71.500717,Marlborough,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3753,45897,private,42.351115,-71.500717,Marlborough,MA,0,1,-1,J1772,-1
3754,45898,public,42.412492,-71.106619,Medford,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3755,45899,private,42.412492,-71.106619,Medford,MA,0,1,-1,J1772,-1
3756,45902,public,41.960366,-71.342187,North Attleboro,MA,0,1,1,CHADEMO J1772,-1
3757,45903,private,41.960366,-71.342187,North Attleboro,MA,0,1,-1,J1772,-1
3758,45904,public,42.165417,-70.887748,Norwell,MA,0,2,1,CHADEMO J1772,Free
3759,45905,private,42.165417,-70.887748,Norwell,MA,0,1,-1,J1772,-1
3760,45906,public,42.192051,-71.18462,Norwood,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3761,45907,private,42.192051,-71.18462,Norwood,MA,0,1,-1,J1772,-1
3762,45908,public,42.445108,-73.256216,Pittsfield,MA,0,1,-1,J1772,-1
3763,45909,private,42.445108,-73.256216,Pittsfield,MA,0,1,-1,J1772,-1
3764,45910,public,42.253475,-70.991361,Quincy,MA,0,1,1,CHADEMO J1772,-1
3765,45911,private,42.253475,-70.991361,Quincy,MA,0,1,-1,J1772,-1
3766,45912,public,41.904046,-71.017203,Raynham,MA,0,1,1,CHADEMO J1772 J1772COMBO,-1
3767,45913,private,41.904046,-71.017203,Raynham,MA,0,1,-1,J1772,-1
3855,46452,public,40.457724,-79.916569,Pittsburgh,PA,0,2,-1,J1772,-1
3899,46547,public,41.699374,-72.894672,Bristol,CT,0,2,1,CHADEMO J1772,Free
3900,46548,public,41.749499,-72.639362,East Hartford,CT,0,2,-1,J1772,Free
3901,46549,public,41.277368,-72.871663,East Haven,CT,0,1,-1,J1772,Free
3902,46550,public,41.763294,-72.678633,Hartford,CT,0,2,-1,J1772,Free
3903,46551,private,41.323894,-72.928583,New Haven,CT,0,1,-1,J1772,-1
3904,46553,public,41.054155,-73.541625,Stamford,CT,0,3,-1,J1772,Free
4092,46857,private,42.579607,-70.90188,Beverly,MA,0,1,-1,J1772,Free
4093,46858,public,42.3529541,-71.0579565,Boston,MA,0,2,-1,J1772,Free chargers - garage parking rates
4244,47182,public,41.963875,-70.699124,Plymouth,MA,0,1,-1,J1772,Free
4342,47471,public,41.280829,-70.09553,Nantucket,MA,0,2,-1,J1772,Free
4343,47473,public,41.258249,-70.063098,Nantucket,MA,0,5,-1,J1772,Free
4458,47721,public,40.816267,-73.625869,Greenvale,NY,0,1,-1,J1772,Free
4459,47722,private,40.816267,-73.625869,Greenvale,NY,0,1,-1,J1772,-1
4460,47733,public,40.620508,-75.503287,Allentown,PA,0,3,-1,J1772,Free
4461,47734,private,40.620508,-75.503287,Allentown,PA,0,1,-1,J1772,Free
4462,47735,public,40.487078,-78.401324,Altoona,PA,0,1,-1,J1772,Free
4463,47736,private,40.487078,-78.401324,Altoona,PA,0,1,-1,J1772,Free
4464,47737,public,40.002954,-75.280533,Ardmore,PA,0,1,-1,J1772,Free
4465,47738,private,40.002954,-75.280533,Ardmore,PA,0,1,-1,J1772,Free
4466,47739,public,40.780079,-80.390267,Beaver Falls,PA,0,1,-1,J1772,Free
4467,47740,private,40.780079,-80.390267,Beaver Falls,PA,0,1,-1,J1772,-1
4468,47741,public,39.925539,-77.620844,Chambersburg,PA,0,1,1,CHADEMO J1772 J1772COMBO,Free
4469,47742,private,39.925539,-77.620844,Chambersburg,PA,0,1,-1,J1772,Free
4470,47745,public,40.102996,-75.308253,Conshohocken,PA,0,3,1,CHADEMO J1772,Free
4471,47746,private,40.102996,-75.308253,Conshohocken,PA,0,1,-1,J1772,Free
4472,47747,public,40.046627,-75.433254,Devon,PA,0,1,-1,J1772,Free
4473,47748,private,40.046627,-75.433254,Devon,PA,0,1,-1,J1772,Free
4474,47749,public,40.334144,-75.13824,Doylestown,PA,0,1,-1,J1772,Free
4475,47750,private,40.334144,-75.13824,Doylestown,PA,0,1,-1,J1772,Free
4476,47751,public,40.090978,-76.347247,East Petersburg,PA,0,1,1,CHADEMO J1772 J1772COMBO,Free
4477,47752,private,40.090978,-76.347247,East Petersburg,PA,0,1,-1,J1772,-1
4478,47753,public,42.030304,-80.062158,Erie,PA,0,1,-1,J1772,Free
4479,47754,private,42.030304,-80.062158,Erie,PA,0,1,-1,J1772,Free
4480,47755,public,40.026519,-75.633967,Exton,PA,0,1,-1,J1772,Free
4481,47756,private,40.026519,-75.633967,Exton,PA,0,1,-1,J1772,-1
4482,47757,public,40.182893,-74.86217,Fairless Hills,PA,0,1,-1,J1772,Free
4483,47758,private,40.182893,-74.86217,Fairless Hills,PA,0,1,-1,J1772,Free
4484,47759,public,40.138619,-75.006859,Feasterville,PA,0,1,-1,J1772,Free
4485,47761,public,40.302578,-79.503192,Greensburg,PA,0,1,-1,J1772,Free
4486,47762,private,40.302578,-79.503192,Greensburg,PA,0,1,-1,J1772,Free
4487,47763,public,40.252987,-76.820183,Harrisburg,PA,0,1,-1,J1772,Free
4488,47764,private,40.252987,-76.820183,Harrisburg,PA,0,1,-1,J1772,Free
4489,47765,public,41.252329,-80.451653,Hermitage,PA,0,1,-1,J1772,Free
4490,47767,public,40.622852,-79.160508,Indiana,PA,0,1,-1,J1772,Free
4491,47769,public,40.10762929583178,-75.1241615423279,Jenkintown,PA,0,1,-1,J1772,Free
4492,47770,private,40.10762929583178,-75.1241615423279,Jenkintown,PA,0,1,-1,J1772,Free
4493,47771,public,40.338996,-76.447073,Lebanon,PA,0,1,-1,J1772,Free
4494,47772,private,40.338996,-76.447073,Lebanon,PA,0,1,-1,J1772,Free
4495,47773,public,40.217505,-75.548137,Limerick,PA,0,1,-1,J1772,Free
4496,47774,private,40.217505,-75.548137,Limerick,PA,0,1,-1,J1772,Free
4497,47777,public,40.225361,-75.232603,Montgomeryville,PA,0,1,1,CHADEMO J1772 J1772COMBO,Free
4498,47778,private,40.225361,-75.232603,Montgomeryville,PA,0,1,-1,J1772,Free
4499,47781,public,41.247703,-76.833589,Muncy,PA,0,1,-1,J1772,Free
4500,47782,private,41.247703,-76.833589,Muncy,PA,0,1,-1,J1772,Free
4501,47784,public,40.431599,-79.814633,Pittsburgh,PA,0,1,1,CHADEMO J1772,Free
4502,47785,private,40.431599,-79.814633,Pittsburgh,PA,0,1,-1,J1772,Free
4503,47786,public,40.319868,-79.941664,Pleasant Hills,PA,0,1,-1,J1772,Free
4504,47787,private,40.319868,-79.941664,Pleasant Hills,PA,0,1,-1,J1772,Free
4505,47788,public,40.758961,-77.876218,State College,PA,0,1,-1,J1772,Free
4506,47790,public,40.210564,-75.105638,Warminster,PA,0,1,1,CHADEMO J1772 J1772COMBO,Free
4507,47791,private,40.210564,-75.105638,Warminster,PA,0,1,-1,J1772,Free
4508,47792,public,40.189348,-80.213311,Washington,PA,0,1,1,CHADEMO J1772,Free
4509,47793,private,40.189348,-80.213311,Washington,PA,0,1,-1,J1772,Free
4510,47794,public,40.33236521780578,-76.09201986295164,Wernersville,PA,0,2,-1,J1772,Free
4511,47795,private,40.33236521780578,-76.09201986295164,Wernersville,PA,0,1,-1,J1772,-1
4512,47796,public,40.610785,-80.053089,Wexford,PA,0,1,1,CHADEMO J1772,Free
4513,47797,private,40.610785,-80.053089,Wexford,PA,0,1,-1,J1772,Free
4514,47798,public,41.242652,-75.847205,Wilkes Barre,PA,0,1,-1,J1772,Free
4515,47799,private,41.242652,-75.847205,Wilkes Barre,PA,0,1,-1,J1772,Free
4516,47800,public,39.981691,-76.699213,York,PA,0,1,-1,J1772,Free
4517,47802,public,40.747335,-80.114043,Zelienople,PA,0,1,1,CHADEMO J1772,Free
4518,47803,private,40.747335,-80.114043,Zelienople,PA,0,1,-1,J1772,Free
4519,47804,public,41.582116,-71.49459,North Kingstown,RI,20,10,-1,J1772 NEMA520,Free
4642,48105,public,39.960629,-75.172012,Philadelphia,PA,0,1,-1,J1772,-1
4720,48305,public,40.437014,-79.758458,Monroeville,PA,0,2,-1,J1772,Free
4721,48308,public,40.454312,-79.948765,Pittsburgh,PA,0,1,-1,J1772,Free
4771,48406,public,39.417467,-74.53968,Egg Harbor Township,NJ,0,4,-1,J1772,Free
4824,48619,public,41.386805,-72.436701,Deep River,CT,1,1,-1,J1772 NEMA520,Free
4857,48856,public,42.55235,-70.962101,Danvers,MA,0,2,-1,J1772,Free
4909,49026,public,42.543673,-71.466175,Littleton,MA,0,2,-1,J1772,-1
4910,49035,public,40.745046,-74.26042,South Orange,NJ,3,3,-1,J1772 NEMA520,Free
4931,49155,public,41.370989,-72.054118,Groton,CT,0,1,-1,J1772,-1
4932,49157,public,41.916161,-71.908102,Putnam,CT,0,3,-1,J1772,Free
4933,49158,public,41.331117,-73.472615,Ridgefield,CT,0,2,-1,J1772,Free
4934,49159,public,41.056092,-73.537286,Stamford,CT,0,4,-1,J1772,Free
4935,49160,public,41.052215,-73.540733,Stamford,CT,0,3,-1,J1772,Free
4936,49161,public,41.051637,-73.542499,Stamford,CT,0,3,-1,J1772,Free
4937,49162,public,41.803497,-73.121223,Torrington,CT,0,1,-1,J1772,Free
4938,49163,public,41.759108,-72.744596,West Hartford,CT,0,1,-1,J1772,Free
4939,49164,public,41.760873,-72.740521,West Hartford,CT,0,1,-1,J1772,Free
4940,49165,public,41.192802,-73.43124,Wilton,CT,0,1,-1,J1772,Free
4946,49199,private,40.503726,-79.870581,Pittsburgh,PA,0,1,-1,J1772,Free
4947,49200,public,40.456477,-79.935137,Pittsburgh,PA,0,1,-1,J1772,Free
4993,49404,public,44.478,-73.21038,Burlington,VT,0,1,-1,J1772,-1
4994,49406,private,43.1769,-73.05818,Manchester,VT,0,1,-1,J1772,-1
4995,49408,public,44.426201,-73.211998,South Burlington,VT,0,1,-1,J1772,Free
